,Reference,Name,Dates,Net_Incomes,Units_sold
45,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-09-25,0.0,0.0
46,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-09-26,0.0,0.0
47,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-09-27,0.0,0.0
4,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-09-28,51.98,1.0
48,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-09-29,0.0,0.0
49,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-09-30,0.0,0.0
5,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-01,103.96,2.0
50,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-02,0.0,0.0
6,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-03,51.99,1.0
51,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-04,0.0,0.0
7,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-05,51.99,1.0
8,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-06,51.98,1.0
52,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-07,0.0,0.0
9,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-08,46.79,1.0
53,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-09,0.0,0.0
10,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-10,51.98,1.0
54,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-11,0.0,0.0
55,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-12,0.0,0.0
56,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-13,0.0,0.0
11,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-14,51.98,1.0
57,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-15,0.0,0.0
58,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-16,0.0,0.0
12,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-17,259.91,5.0
59,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-18,0.0,0.0
60,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-19,0.0,0.0
61,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-20,0.0,0.0
62,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-21,0.0,0.0
63,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-22,0.0,0.0
64,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-23,0.0,0.0
65,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-24,0.0,0.0
66,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-25,0.0,0.0
67,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-26,0.0,0.0
68,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-27,0.0,0.0
69,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-28,0.0,0.0
70,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-29,0.0,0.0
71,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-30,0.0,0.0
72,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-10-31,0.0,0.0
73,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-01,0.0,0.0
74,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-02,0.0,0.0
75,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-03,0.0,0.0
76,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-04,0.0,0.0
77,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-05,0.0,0.0
13,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-06,51.99,1.0
78,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-07,0.0,0.0
79,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-08,0.0,0.0
80,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-09,0.0,0.0
81,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-10,0.0,0.0
82,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-11,0.0,0.0
83,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-12,0.0,0.0
84,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-13,0.0,0.0
14,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-14,51.98,1.0
85,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-15,0.0,0.0
86,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-16,0.0,0.0
87,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-17,0.0,0.0
88,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-18,0.0,0.0
89,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-19,0.0,0.0
90,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-20,0.0,0.0
91,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-21,0.0,0.0
15,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-22,46.78,1.0
16,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-23,187.1,4.0
92,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-24,0.0,0.0
93,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-25,0.0,0.0
17,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-26,93.56,2.0
94,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-27,0.0,0.0
95,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-28,0.0,0.0
18,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-29,51.98,1.0
96,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-11-30,0.0,0.0
97,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-01,0.0,0.0
98,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-02,0.0,0.0
99,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-03,0.0,0.0
100,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-04,0.0,0.0
101,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-05,0.0,0.0
102,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-06,0.0,0.0
103,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-07,0.0,0.0
104,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-08,0.0,0.0
105,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-09,0.0,0.0
106,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-10,0.0,0.0
107,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-11,0.0,0.0
108,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-12,0.0,0.0
109,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-13,0.0,0.0
110,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-14,0.0,0.0
111,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-15,0.0,0.0
112,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-16,0.0,0.0
113,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-17,0.0,0.0
114,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-18,0.0,0.0
115,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-19,0.0,0.0
116,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-20,0.0,0.0
117,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-21,0.0,0.0
118,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-22,0.0,0.0
119,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-23,0.0,0.0
120,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-24,0.0,0.0
121,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-25,0.0,0.0
122,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-26,0.0,0.0
123,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-27,0.0,0.0
124,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-28,0.0,0.0
125,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-29,0.0,0.0
126,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-30,0.0,0.0
127,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2018-12-31,0.0,0.0
128,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-01,0.0,0.0
129,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-02,0.0,0.0
130,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-03,0.0,0.0
131,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-04,0.0,0.0
132,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-05,0.0,0.0
133,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-06,0.0,0.0
134,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-07,0.0,0.0
135,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-08,0.0,0.0
136,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-09,0.0,0.0
19,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-10,140.33,3.0
20,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-11,93.55,2.0
21,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-12,93.55,2.0
137,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-13,0.0,0.0
138,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-14,0.0,0.0
139,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-15,0.0,0.0
140,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-16,0.0,0.0
141,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-17,0.0,0.0
142,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-18,0.0,0.0
143,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-19,0.0,0.0
144,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-20,0.0,0.0
145,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-21,0.0,0.0
22,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-22,93.55,2.0
146,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-23,0.0,0.0
147,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-24,0.0,0.0
148,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-25,0.0,0.0
149,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-26,0.0,0.0
150,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-27,0.0,0.0
151,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-28,0.0,0.0
152,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-29,0.0,0.0
153,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-30,0.0,0.0
154,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-01-31,0.0,0.0
23,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-01,46.78,1.0
155,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-02,0.0,0.0
156,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-03,0.0,0.0
157,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-04,0.0,0.0
158,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-05,0.0,0.0
159,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-06,0.0,0.0
160,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-07,0.0,0.0
161,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-08,0.0,0.0
162,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-09,0.0,0.0
163,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-10,0.0,0.0
164,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-11,0.0,0.0
165,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-12,0.0,0.0
166,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-13,0.0,0.0
167,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-14,0.0,0.0
168,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-15,0.0,0.0
169,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-16,0.0,0.0
170,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-17,0.0,0.0
24,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-18,44.21,1.0
171,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-19,0.0,0.0
172,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-20,0.0,0.0
173,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-21,0.0,0.0
174,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-22,0.0,0.0
175,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-23,0.0,0.0
25,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-24,44.21,1.0
176,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-25,0.0,0.0
177,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-26,0.0,0.0
178,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-27,0.0,0.0
179,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-02-28,0.0,0.0
180,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-01,0.0,0.0
181,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-02,0.0,0.0
182,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-03,0.0,0.0
183,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-04,0.0,0.0
184,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-05,0.0,0.0
185,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-06,0.0,0.0
186,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-07,0.0,0.0
187,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-08,0.0,0.0
188,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-09,0.0,0.0
189,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-10,0.0,0.0
190,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-11,0.0,0.0
191,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-12,0.0,0.0
192,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-13,0.0,0.0
193,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-14,0.0,0.0
194,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-15,0.0,0.0
195,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-16,0.0,0.0
196,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-17,0.0,0.0
197,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-18,0.0,0.0
198,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-19,0.0,0.0
199,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-20,0.0,0.0
200,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-21,0.0,0.0
201,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-22,0.0,0.0
202,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-23,0.0,0.0
203,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-24,0.0,0.0
204,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-25,0.0,0.0
205,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-26,0.0,0.0
206,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-27,0.0,0.0
26,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-28,207.93,4.0
207,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-29,0.0,0.0
208,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-30,0.0,0.0
209,48624.0,BIOMBO BLANCO PAPEL TRENZADO,2019-03-31,0.0,0.0
